,state_po,county,cor_pred,Repnum,Demnum,FIPS
1438,TX,Calhoun,3,3,0,48057
1439,TX,Callahan,3,3,0,48059
1440,TX,Cameron,3,1,2,48061
1441,TX,Camp,3,3,0,48063
1442,TX,Carson,3,3,0,48065
1443,TX,Cass,3,3,0,48067
1444,TX,Castro,3,3,0,48069
1445,TX,Chambers,3,3,0,48071
1446,TX,Cherokee,3,3,0,48073
1447,TX,Childress,3,3,0,48075
1448,TX,Clay,3,3,0,48077
1449,TX,Cochran,3,3,0,48079
1450,TX,Coke,3,3,0,48081
1451,TX,Coleman,3,3,0,48083
1452,TX,Collin,3,3,0,48085
1453,TX,Collingsworth,3,3,0,48087
1454,TX,Colorado,3,3,0,48089
1455,TX,Caldwell,3,3,0,48055
1456,TX,Burnet,3,3,0,48053
1457,TX,Burleson,3,3,0,48051
1458,TX,Bee,3,3,0,48025
1459,TX,Armstrong,3,3,0,48011
1460,TX,Atascosa,3,3,0,48013
1461,TX,Austin,3,3,0,48015
1462,TX,Bailey,3,3,0,48017
1463,TX,Bandera,3,3,0,48019
1464,TX,Bastrop,3,3,0,48021
1465,TX,Baylor,3,3,0,48023
1466,TX,Bell,3,3,0,48027
1467,TX,Brown,3,3,0,48049
1468,TX,Blanco,3,3,0,48031
1469,TX,Borden,3,3,0,48033
1470,TX,Bosque,3,3,0,48035
1471,TX,Bowie,3,3,0,48037
1472,TX,Brazoria,3,3,0,48039
1473,TX,Brazos,3,3,0,48041
1474,TX,Briscoe,3,3,0,48045
1475,MO,Sullivan,3,3,0,29211
1476,MS,Montgomery,3,3,0,28097
1477,MO,Stoddard,3,3,0,29207
1478,IA,Worth,3,1,2,19195
1479,IA,O'Brien,3,3,0,19141
1480,IA,Osceola,3,3,0,19143
1481,IA,Page,3,3,0,19145
1482,IA,Plymouth,3,3,0,19149
1483,IA,Pocahontas,3,3,0,19151
1484,IA,Pottawattamie,3,3,0,19155
1485,IA,Ringgold,3,3,0,19159
1486,IA,Sac,3,3,0,19161
1487,IA,Shelby,3,3,0,19165
1488,IA,Sioux,3,3,0,19167
1489,IA,Tama,3,1,2,19171
1490,IA,Taylor,3,3,0,19173
1491,IA,Van Buren,3,3,0,19177
1492,IA,Wapello,3,1,2,19179
1493,IA,Washington,3,3,0,19183
1494,IA,Wayne,3,3,0,19185
1495,IA,Webster,3,1,2,19187
1496,IA,Muscatine,3,1,2,19139
1497,IA,Montgomery,3,3,0,19137
1498,IA,Monroe,3,3,0,19135
1499,IA,Keokuk,3,3,0,19107
1500,IA,Harrison,3,3,0,19085
1501,IA,Henry,3,3,0,19087
1502,IA,Howard,3,1,2,19089
1503,IA,Humboldt,3,3,0,19091
1504,IA,Ida,3,3,0,19093
1505,IA,Jackson,3,1,2,19097
1506,IA,Jones,3,1,2,19105
1507,IA,Lee,3,1,2,19111
1508,IA,Monona,3,3,0,19133
1509,IA,Lucas,3,3,0,19117
1510,IA,Lyon,3,3,0,19119
1511,IA,Madison,3,3,0,19121
1512,IA,Mahaska,3,3,0,19123
1513,IA,Marion,3,3,0,19125
1514,IA,Mills,3,3,0,19129
1515,IA,Mitchell,3,1,2,19131
1516,IA,Winnebago,3,2,1,19189
1517,IA,Wright,3,3,0,19197
1518,IA,Guthrie,3,3,0,19077
1519,ID,Ada,3,3,0,16001
1520,ID,Gem,3,3,0,16045
1521,ID,Gooding,3,3,0,16047
1522,ID,Idaho,3,3,0,16049
1523,ID,Jefferson,3,3,0,16051
1524,ID,Jerome,3,3,0,16053
1525,ID,Kootenai,3,3,0,16055
1526,ID,Lemhi,3,3,0,16059
1527,ID,Lewis,3,3,0,16061
1528,ID,Lincoln,3,3,0,16063
1529,ID,Madison,3,3,0,16065
1530,ID,Minidoka,3,3,0,16067
1531,ID,Nez Perce,3,3,0,16069
1532,ID,Oneida,3,3,0,16071
1533,ID,Owyhee,3,3,0,16073
1534,ID,Payette,3,3,0,16075
1535,ID,Power,3,3,0,16077
1536,ID,Shoshone,3,3,0,16079
1537,ID,Fremont,3,3,0,16043
1538,ID,Franklin,3,3,0,16041
1539,ID,Elmore,3,3,0,16039
1540,ID,Bonneville,3,3,0,16019
1541,ID,Adams,3,3,0,16003
1542,ID,Bannock,3,3,0,16005
1543,ID,Bear Lake,3,3,0,16007
1544,ID,Benewah,3,3,0,16009
1545,ID,Bingham,3,3,0,16011
1546,ID,Boise,3,3,0,16015
1547,ID,Bonner,3,3,0,16017
1548,ID,Boundary,3,3,0,16021
1549,ID,Custer,3,3,0,16037
1550,ID,Butte,3,3,0,16023
1551,ID,Camas,3,3,0,16025
1552,ID,Canyon,3,3,0,16027
1553,ID,Caribou,3,3,0,16029
1554,ID,Cassia,3,3,0,16031
1555,ID,Clark,3,3,0,16033
1556,ID,Clearwater,3,3,0,16035
1557,IA,Hancock,3,3,0,19081
1558,IA,Grundy,3,3,0,19075
1559,KS,Cloud,3,3,0,20029
1560,GA,Treutlen,3,3,0,13283
1561,GA,Pierce,3,3,0,13229
1562,GA,Pike,3,3,0,13231
1563,GA,Polk,3,3,0,13233
1564,GA,Pulaski,3,3,0,13235
1565,GA,Putnam,3,3,0,13237
1566,GA,Quitman,3,1,2,13239
1567,GA,Rabun,3,3,0,13241
1568,GA,Schley,3,3,0,13249
1569,GA,Screven,3,3,0,13251
1570,GA,Seminole,3,3,0,13253
1571,GA,Spalding,3,3,0,13255
1572,GA,Stephens,3,3,0,13257
1573,GA,Tattnall,3,3,0,13267
1574,GA,Taylor,3,3,0,13269
1575,GA,Thomas,3,3,0,13275
1576,GA,Tift,3,3,0,13277
1577,GA,Toombs,3,3,0,13279
1578,GA,Pickens,3,3,0,13227
1579,GA,Paulding,3,3,0,13223
1580,GA,Oglethorpe,3,3,0,13221
1581,GA,Lumpkin,3,3,0,13187
1582,GA,Lamar,3,3,0,13171
1583,GA,Lanier,3,3,0,13173
1584,GA,Laurens,3,3,0,13175
1585,GA,Lee,3,3,0,13177
1586,GA,Lincoln,3,3,0,13181
1587,GA,Long,3,3,0,13183
1588,GA,Lowndes,3,3,0,13185
1589,GA,Madison,3,3,0,13195
1590,GA,Oconee,3,3,0,13219
1591,GA,Marion,3,3,0,13197
1592,GA,McDuffie,3,3,0,13189
1593,GA,Miller,3,3,0,13201
1594,GA,Monroe,3,3,0,13207
1595,GA,Montgomery,3,3,0,13209
1596,GA,Morgan,3,3,0,13211
1597,GA,Murray,3,3,0,13213
1598,GA,Towns,3,3,0,13281
1599,GA,Troup,3,3,0,13285
1600,IA,Greene,3,2,1,19073
1601,GA,Turner,3,3,0,13287
1602,IA,Calhoun,3,3,0,19025
1603,IA,Cass,3,3,0,19029
1604,IA,Cerro Gordo,3,1,2,19033
1605,IA,Cherokee,3,3,0,19035
1606,IA,Chickasaw,3,1,2,19037
1607,IA,Clarke,3,1,2,19039
1608,IA,Clay,3,3,0,19041
1609,IA,Clayton,3,1,2,19043
1610,IA,Clinton,3,1,2,19045
1611,IA,Dallas,3,3,0,19049
1612,IA,Davis,3,3,0,19051
1613,IA,Decatur,3,3,0,19053
1614,IA,Des Moines,3,1,2,19057
1615,IA,Dickinson,3,3,0,19059
1616,IA,Dubuque,3,1,2,19061
1617,IA,Floyd,3,1,2,19067
1618,IA,Fremont,3,3,0,19071
1619,IA,Butler,3,3,0,19023
1620,IA,Buena Vista,3,3,0,19021
1621,IA,Buchanan,3,1,2,19019
1622,GA,Wayne,3,3,0,13305
1623,GA,Twiggs,3,1,2,13289
1624,GA,Union,3,3,0,13291
1625,GA,Upson,3,3,0,13293
1626,GA,Walker,3,3,0,13295
1627,GA,Walton,3,3,0,13297
1628,GA,Ware,3,3,0,13299
1629,GA,Washington,3,1,2,13303
1630,GA,Wheeler,3,3,0,13309
1631,IA,Boone,3,1,2,19015
1632,GA,White,3,3,0,13311
1633,GA,Whitfield,3,3,0,13313
1634,GA,Wilcox,3,3,0,13315
1635,GA,Wilkes,3,3,0,13317
1636,GA,Worth,3,3,0,13321
1637,IA,Adair,3,3,0,19001
1638,IA,Appanoose,3,3,0,19007
1639,ID,Twin Falls,3,3,0,16083
1640,ID,Valley,3,3,0,16085
1641,ID,Washington,3,3,0,16087
1642,IN,Ohio,3,3,0,18115
1643,IN,Jay,3,3,0,18075
1644,IN,Jefferson,3,3,0,18077
1645,IN,Jennings,3,3,0,18079
1646,IN,Johnson,3,3,0,18081
1647,IN,Knox,3,3,0,18083
1648,IN,Kosciusko,3,3,0,18085
1649,IN,Lawrence,3,3,0,18093
1650,IN,Marion,3,1,2,18097
1651,IN,Marshall,3,3,0,18099
1652,IN,Martin,3,3,0,18101
1653,IN,Miami,3,3,0,18103
1654,IN,Monroe,3,1,2,18105
1655,IN,Montgomery,3,3,0,18107
1656,IN,Morgan,3,3,0,18109
1657,IN,Newton,3,3,0,18111
1658,IN,Jasper,3,3,0,18073
1659,IN,Jackson,3,3,0,18071
1660,IN,Huntington,3,3,0,18069
1661,IN,Fulton,3,3,0,18049
1662,IN,Decatur,3,3,0,18031
1663,IN,Dubois,3,3,0,18037
1664,IN,Elkhart,3,3,0,18039
1665,IN,Fayette,3,3,0,18041
1666,IN,Floyd,3,3,0,18043
1667,IN,Fountain,3,3,0,18045
1668,IN,Franklin,3,3,0,18047
1669,IN,Gibson,3,3,0,18051
1670,IN,Howard,3,3,0,18067
1671,IN,Grant,3,3,0,18053
1672,IN,Greene,3,3,0,18055
1673,IN,Hamilton,3,3,0,18057
1674,IN,Hancock,3,3,0,18059
1675,IN,Harrison,3,3,0,18061
1676,IN,Hendricks,3,3,0,18063
1677,IN,Henry,3,3,0,18065
1678,IN,Noble,3,3,0,18113
1679,IN,Orange,3,3,0,18117
1680,IL,Adams,3,3,0,17001
1681,IN,Owen,3,3,0,18119
1682,IN,Wayne,3,3,0,18177
1683,IN,Wells,3,3,0,18179
1684,IN,White,3,3,0,18181
1685,IN,Whitley,3,3,0,18183
1686,KS,Allen,3,3,0,20001
1687,KS,Anderson,3,3,0,20003
1688,KS,Atchison,3,3,0,20005
1689,KS,Barber,3,3,0,20007
1690,KS,Barton,3,3,0,20009
1691,KS,Bourbon,3,3,0,20011
1692,KS,Brown,3,3,0,20013
1693,KS,Butler,3,3,0,20015
1694,KS,Chase,3,3,0,20017
1695,KS,Chautauqua,3,3,0,20019
1696,KS,Cherokee,3,3,0,20021
1697,KS,Cheyenne,3,3,0,20023
1698,KS,Clark,3,3,0,20025
1699,IN,Washington,3,3,0,18175
1700,IN,Warrick,3,3,0,18173
1701,IN,Warren,3,3,0,18171
1702,IN,Rush,3,3,0,18139
1703,IN,Parke,3,3,0,18121
1704,IN,Pike,3,3,0,18125
1705,IN,Posey,3,3,0,18129
1706,IN,Pulaski,3,3,0,18131
1707,IN,Putnam,3,3,0,18133
1708,IN,Randolph,3,3,0,18135
1709,IN,Ripley,3,3,0,18137
1710,IN,Shelby,3,3,0,18145
1711,IN,Wabash,3,3,0,18169
1712,IN,St. Joseph,3,1,2,18141
1713,IN,Steuben,3,3,0,18151
1714,IN,Sullivan,3,3,0,18153
1715,IN,Switzerland,3,3,0,18155
1716,IN,Tipton,3,3,0,18159
1717,IN,Union,3,3,0,18161
1718,IN,Vermillion,3,2,1,18165
1719,IN,Dearborn,3,3,0,18029
1720,IN,Daviess,3,3,0,18027
1721,IN,Crawford,3,3,0,18025
1722,IL,Hancock,3,3,0,17067
1723,IL,Hardin,3,3,0,17069
1724,IL,Henderson,3,1,2,17071
1725,IL,Iroquois,3,3,0,17075
1726,IL,Jasper,3,3,0,17079
1727,IL,Jefferson,3,3,0,17081
1728,IL,Jersey,3,3,0,17083
1729,IL,Johnson,3,3,0,17087
1730,IL,Knox,3,1,2,17095
1731,IL,Lawrence,3,3,0,17101
1732,IL,Lee,3,3,0,17103
1733,IL,Livingston,3,3,0,17105
1734,IL,Logan,3,3,0,17107
1735,IL,Macon,3,2,1,17115
1736,IL,Macoupin,3,2,1,17117
1737,IL,Marshall,3,3,0,17123
1738,IL,Hamilton,3,3,0,17065
1739,IL,Greene,3,3,0,17061
1740,IL,Gallatin,3,2,1,17059
1741,IL,Crawford,3,3,0,17033
1742,IL,Alexander,3,1,2,17003
1743,IL,Bond,3,3,0,17005
1744,IL,Brown,3,3,0,17009
1745,IL,Christian,3,3,0,17021
1746,IL,Clark,3,3,0,17023
1747,IL,Clay,3,3,0,17025
1748,IL,Clinton,3,3,0,17027
1749,IL,Cumberland,3,3,0,17035
1750,IL,Fulton,3,1,2,17057
1751,IL,De Witt,3,3,0,17039
1752,IL,Douglas,3,3,0,17041
1753,IL,Edgar,3,3,0,17045
1754,IL,Edwards,3,3,0,17047
1755,IL,Effingham,3,3,0,17049
1756,IL,Fayette,3,3,0,17051
1757,IL,Ford,3,3,0,17053
1758,IL,Massac,3,3,0,17127
1759,IL,Menard,3,3,0,17129
1760,IL,Mercer,3,1,2,17131
1761,IN,Benton,3,3,0,18007
1762,IL,White,3,3,0,17193
1763,IL,Whiteside,3,1,2,17195
1764,IL,Williamson,3,3,0,17199
1765,IL,Woodford,3,3,0,17203
1766,IN,Adams,3,3,0,18001
1767,IN,Allen,3,3,0,18003
1768,IN,Bartholomew,3,3,0,18005
1769,IN,Blackford,3,3,0,18009
1770,IL,Washington,3,3,0,17189
1771,IN,Boone,3,3,0,18011
1772,IN,Brown,3,3,0,18013
1773,IN,Carroll,3,3,0,18015
1774,IN,Cass,3,3,0,18017
1775,IN,Clark,3,3,0,18019
1776,IN,Clay,3,3,0,18021
1777,IN,Clinton,3,3,0,18023
1778,IL,Wayne,3,3,0,17191
1779,IL,Wabash,3,3,0,17185
1780,IL,Monroe,3,3,0,17133
1781,IL,Pulaski,3,2,1,17153
1782,IL,Montgomery,3,2,1,17135
1783,IL,Morgan,3,3,0,17137
1784,IL,Moultrie,3,3,0,17139
1785,IL,Ogle,3,3,0,17141
1786,IL,Piatt,3,3,0,17147
1787,IL,Pike,3,3,0,17149
1788,IL,Pope,3,3,0,17151
1789,IL,Putnam,3,1,2,17155
1790,IL,Union,3,3,0,17181
1791,IL,Randolph,3,3,0,17157
1792,IL,Richland,3,3,0,17159
1793,IL,Saline,3,3,0,17165
1794,IL,Scott,3,3,0,17171
1795,IL,Shelby,3,3,0,17173
1796,IL,Stark,3,3,0,17175
1797,IL,Tazewell,3,3,0,17179
1798,GA,Jones,3,3,0,13169
1799,GA,Johnson,3,3,0,13167
1800,GA,Jenkins,3,3,0,13165
1801,AZ,Graham,3,3,0,4009
1802,AR,Polk,3,3,0,5113
1803,AR,Pope,3,3,0,5115
1804,AR,Prairie,3,3,0,5117
1805,AR,Saline,3,3,0,5125
1806,AR,Scott,3,3,0,5127
1807,AR,Searcy,3,3,0,5129
1808,AR,Sebastian,3,3,0,5131
1809,AR,Sevier,3,3,0,5133
1810,AR,Sharp,3,3,0,5135
1811,AR,Stone,3,3,0,5137
1812,AR,Union,3,3,0,5139
1813,AR,Van Buren,3,3,0,5141
1814,AR,Washington,3,3,0,5143
1815,AR,White,3,3,0,5145
1816,AR,Woodruff,3,1,2,5147
1817,AR,Yell,3,3,0,5149
1818,AZ,Cochise,3,3,0,4003
1819,AR,Pike,3,3,0,5109
1820,AR,Perry,3,3,0,5105
1821,AR,Newton,3,3,0,5101
1822,AR,Grant,3,3,0,5053
1823,AR,Columbia,3,3,0,5027
1824,AR,Conway,3,3,0,5029
1825,AR,Crawford,3,3,0,5033
1826,AR,Faulkner,3,3,0,5045
1827,AR,Franklin,3,3,0,5047
1828,AR,Fulton,3,3,0,5049
1829,AR,Garland,3,3,0,5051
1830,AR,Howard,3,3,0,5061
1831,AR,Montgomery,3,3,0,5097
1832,AR,Independence,3,3,0,5063
1833,AR,Johnson,3,3,0,5071
1834,AR,Logan,3,3,0,5083
1835,AR,Lonoke,3,3,0,5085
1836,AR,Madison,3,3,0,5087
1837,AR,Marion,3,3,0,5089
1838,AR,Miller,3,3,0,5091
1839,AZ,Gila,3,3,0,4007
1840,AZ,Greenlee,3,3,0,4011
1841,CO,Crowley,3,3,0,8025
1842,AZ,La Paz,3,3,0,4012
1843,CA,Mono,3,1,2,6051
1844,CA,Nevada,3,2,1,6057
1845,CA,Placer,3,3,0,6061
1846,CA,Plumas,3,3,0,6063
1847,CA,Shasta,3,3,0,6089
1848,CA,Sierra,3,3,0,6091
1849,CA,Siskiyou,3,3,0,6093
1850,CA,Sutter,3,3,0,6101
1851,CA,Tehama,3,3,0,6103
1852,CA,Tulare,3,3,0,6107
1853,CA,Tuolumne,3,3,0,6109
1854,CA,Yuba,3,3,0,6115
1855,CO,Archuleta,3,3,0,8007
1856,CO,Baca,3,3,0,8009
1857,CO,Bent,3,3,0,8011
1858,CO,Cheyenne,3,3,0,8017
1859,CA,Modoc,3,3,0,6049
1860,CA,Mariposa,3,3,0,6043
1861,CA,Madera,3,3,0,6039
1862,CA,Amador,3,3,0,6005
1863,AZ,Maricopa,3,3,0,4013
1864,AZ,Mohave,3,3,0,4015
1865,AZ,Navajo,3,3,0,4017
1866,AZ,Pinal,3,3,0,4021
1867,AZ,Yavapai,3,3,0,4025
1868,AZ,Yuma,3,3,0,4027
1869,CA,Alpine,3,1,2,6003
1870,CA,Calaveras,3,3,0,6009
1871,CA,Lassen,3,3,0,6035
1872,CA,Colusa,3,3,0,6011
1873,CA,Del Norte,3,3,0,6015
1874,CA,El Dorado,3,3,0,6017
1875,CA,Glenn,3,3,0,6021
1876,CA,Inyo,3,3,0,6027
1877,CA,Kern,3,3,0,6029
1878,CA,Kings,3,3,0,6031
1879,AR,Cleveland,3,3,0,5025
1880,AR,Cleburne,3,3,0,5023
1881,AR,Carroll,3,3,0,5015
1882,AR,Calhoun,3,3,0,5013
1883,AL,Autauga,3,3,0,1001
1884,AL,Baldwin,3,3,0,1003
1885,AL,Barbour,3,2,1,1005
1886,AL,Bibb,3,3,0,1007
1887,AL,Blount,3,3,0,1009
1888,AL,Butler,3,3,0,1013
1889,AL,Calhoun,3,3,0,1015
1890,AL,Chambers,3,3,0,1017
1891,AL,Cherokee,3,3,0,1019
1892,AL,Chilton,3,3,0,1021
1893,AL,Clarke,3,3,0,1025
1894,AL,Clay,3,3,0,1027
1895,AL,Cleburne,3,3,0,1029
1896,AL,Coffee,3,3,0,1031
1897,AL,Conecuh,3,2,1,1035
1898,AL,Coosa,3,3,0,1037
1899,AL,Covington,3,3,0,1039
1900,AL,Crenshaw,3,3,0,1041
1901,AL,Tallapoosa,3,3,0,1123
1902,AL,Morgan,3,3,0,1103
1903,AL,Pickens,3,3,0,1107
1904,AL,Pike,3,3,0,1109
1905,AL,Randolph,3,3,0,1111
1906,AL,Shelby,3,3,0,1117
1907,AL,St. Clair,3,3,0,1115
1908,AL,Talladega,3,3,0,1121
1909,AL,Tuscaloosa,3,3,0,1125
1910,AL,Mobile,3,3,0,1097
1911,AL,Walker,3,3,0,1127
1912,AL,Washington,3,3,0,1129
1913,AL,Winston,3,3,0,1133
1914,AR,Arkansas,3,3,0,5001
1915,AR,Baxter,3,3,0,5005
1916,AR,Benton,3,3,0,5007
1917,AR,Boone,3,3,0,5009
1918,AL,Monroe,3,3,0,1099
1919,AL,Marshall,3,3,0,1095
1920,AL,Cullman,3,3,0,1043
1921,AL,Geneva,3,3,0,1061
1922,AL,Dale,3,3,0,1045
1923,AL,DeKalb,3,3,0,1049
1924,AL,Elmore,3,3,0,1051
1925,AL,Escambia,3,3,0,1053
1926,AL,Etowah,3,3,0,1055
1927,AL,Fayette,3,3,0,1057
1928,AL,Franklin,3,3,0,1059
1929,AL,Henry,3,3,0,1067
1930,AL,Marion,3,3,0,1093
1931,AL,Houston,3,3,0,1069
1932,AL,Lamar,3,3,0,1075
1933,AL,Lauderdale,3,3,0,1077
1934,AL,Lee,3,3,0,1081
1935,AL,Limestone,3,3,0,1083
1936,AL,Madison,3,3,0,1089
1937,AL,Marengo,3,1,2,1091
1938,CO,Clear Creek,3,1,2,8019
1939,CO,Custer,3,3,0,8027
1940,GA,Jeff Davis,3,3,0,13161
1941,GA,Cherokee,3,3,0,13057
1942,GA,Bartow,3,3,0,13015
1943,GA,Ben Hill,3,3,0,13017
1944,GA,Berrien,3,3,0,13019
1945,GA,Bleckley,3,3,0,13023
1946,GA,Brantley,3,3,0,13025
1947,GA,Brooks,3,3,0,13027
1948,GA,Bryan,3,3,0,13029
1949,GA,Bulloch,3,3,0,13031
1950,GA,Burke,3,1,2,13033
1951,GA,Butts,3,3,0,13035
1952,GA,Camden,3,3,0,13039
1953,GA,Candler,3,3,0,13043
1954,GA,Carroll,3,3,0,13045
1955,GA,Catoosa,3,3,0,13047
1956,GA,Charlton,3,3,0,13049
1957,GA,Chatham,3,1,2,13051
1958,GA,Chattahoochee,3,2,1,13053
1959,GA,Barrow,3,3,0,13013
1960,GA,Banks,3,3,0,13011
1961,GA,Baker,3,1,2,13007
1962,FL,Sumter,3,3,0,12119
1963,FL,Polk,3,3,0,12105
1964,FL,Putnam,3,3,0,12107
1965,FL,Santa Rosa,3,3,0,12113
1966,FL,Sarasota,3,3,0,12115
1967,FL,Seminole,3,3,0,12117
1968,FL,St. Johns,3,3,0,12109
1969,FL,St. Lucie,3,1,2,12111
1970,FL,Suwannee,3,3,0,12121
1971,GA,Bacon,3,3,0,13005
1972,FL,Taylor,3,3,0,12123
1973,FL,Union,3,3,0,12125
1974,FL,Wakulla,3,3,0,12129
1975,FL,Walton,3,3,0,12131
1976,FL,Washington,3,3,0,12133
1977,GA,Appling,3,3,0,13001
1978,GA,Atkinson,3,3,0,13003
1979,GA,Chattooga,3,3,0,13055
1980,GA,Clinch,3,3,0,13065
1981,CO,Delta,3,3,0,8029
1982,GA,Coffee,3,3,0,13069
1983,GA,Franklin,3,3,0,13119
1984,GA,Gilmer,3,3,0,13123
1985,GA,Glascock,3,3,0,13125
1986,GA,Glynn,3,3,0,13127
1987,GA,Gordon,3,3,0,13129
1988,GA,Grady,3,3,0,13131
1989,GA,Greene,3,3,0,13133
1990,GA,Habersham,3,3,0,13137
1991,GA,Hall,3,3,0,13139
1992,GA,Haralson,3,3,0,13143
1993,GA,Harris,3,3,0,13145
1994,GA,Hart,3,3,0,13147
1995,GA,Heard,3,3,0,13149
1996,GA,Houston,3,3,0,13153
1997,GA,Irwin,3,3,0,13155
1998,GA,Jackson,3,3,0,13157
1999,GA,Jasper,3,3,0,13159
2000,GA,Forsyth,3,3,0,13117
2001,GA,Floyd,3,3,0,13115
2002,GA,Fayette,3,3,0,13113
2003,GA,Dawson,3,3,0,13085
2004,GA,Colquitt,3,3,0,13071
2005,GA,Columbia,3,3,0,13073
2006,GA,Cook,3,3,0,13075
2007,GA,Coweta,3,3,0,13077
2008,GA,Crawford,3,3,0,13079
2009,GA,Crisp,3,3,0,13081
2010,GA,Dade,3,3,0,13083
2011,GA,Decatur,3,3,0,13087
2012,GA,Fannin,3,3,0,13111
2013,GA,Dodge,3,3,0,13091
2014,GA,Dooly,3,1,2,13093
2015,GA,Echols,3,3,0,13101
2016,GA,Effingham,3,3,0,13103
2017,GA,Elbert,3,3,0,13105
2018,GA,Emanuel,3,3,0,13107
2019,GA,Evans,3,3,0,13109
2020,FL,Osceola,3,1,2,12097
2021,FL,Okeechobee,3,3,0,12093
2022,FL,Okaloosa,3,3,0,12091
2023,FL,Nassau,3,3,0,12089
2024,CO,Montezuma,3,3,0,8083
2025,CO,Montrose,3,3,0,8085
2026,CO,Morgan,3,3,0,8087
2027,CO,Otero,3,3,0,8089
2028,CO,Park,3,3,0,8093
2029,CO,Phillips,3,3,0,8095
2030,CO,Prowers,3,3,0,8099
2031,CO,Pueblo,3,1,2,8101
2032,CO,Rio Blanco,3,3,0,8103
2033,CO,Rio Grande,3,3,0,8105
2034,CO,Routt,3,1,2,8107
2035,CO,San Juan,3,1,2,8111
2036,CO,Sedgwick,3,3,0,8115
2037,CO,Teller,3,3,0,8119
2038,CO,Washington,3,3,0,8121
2039,CO,Yuma,3,3,0,8125
2040,CO,Moffat,3,3,0,8081
2041,CO,Mineral,3,3,0,8079
2042,CO,Mesa,3,3,0,8077
2043,CO,Grand,3,3,0,8049
2044,CO,Dolores,3,3,0,8033
2045,CO,Douglas,3,3,0,8035
2046,CO,Eagle,3,1,2,8037
2047,CO,El Paso,3,3,0,8041
2048,CO,Elbert,3,3,0,8039
2049,CO,Fremont,3,3,0,8043
2050,CO,Garfield,3,3,0,8045
2051,CO,Gunnison,3,1,2,8051
2052,CO,Logan,3,3,0,8075
2053,CO,Hinsdale,3,3,0,8053
2054,CO,Jackson,3,3,0,8057
2055,CO,Kiowa,3,3,0,8061
2056,CO,Kit Carson,3,3,0,8063
2057,CO,La Plata,3,1,2,8067
2058,CO,Las Animas,3,1,2,8071
2059,CO,Lincoln,3,3,0,8073
2060,CT,Litchfield,3,2,1,9005
2061,CT,Windham,3,1,2,9015
2062,DE,Sussex,3,3,0,10005
2063,FL,Lake,3,3,0,12069
2064,FL,Hendry,3,3,0,12051
2065,FL,Highlands,3,3,0,12055
2066,FL,Holmes,3,3,0,12059
2067,FL,Indian River,3,3,0,12061
2068,FL,Jackson,3,3,0,12063
2069,FL,Jefferson,3,1,2,12065
2070,FL,Lafayette,3,3,0,12067
2071,FL,Lee,3,3,0,12071
2072,FL,Hamilton,3,3,0,12047
2073,FL,Levy,3,3,0,12075
2074,FL,Liberty,3,3,0,12077
2075,FL,Madison,3,3,0,12079
2076,FL,Manatee,3,3,0,12081
2077,FL,Marion,3,3,0,12083
2078,FL,Martin,3,3,0,12085
2079,FL,Monroe,3,1,2,12087
2080,FL,Hardee,3,3,0,12049
2081,FL,Gulf,3,3,0,12045
2082,FL,Baker,3,3,0,12003
2083,FL,Collier,3,3,0,12021
2084,FL,Bay,3,3,0,12005
2085,FL,Bradford,3,3,0,12007
2086,FL,Brevard,3,3,0,12009
2087,FL,Calhoun,3,3,0,12013
2088,FL,Charlotte,3,3,0,12015
2089,FL,Citrus,3,3,0,12017
2090,FL,Clay,3,3,0,12019
2091,FL,Columbia,3,3,0,12023
2092,FL,Glades,3,3,0,12043
2093,FL,Dixie,3,3,0,12029
2094,FL,Duval,3,3,0,12031
2095,FL,Escambia,3,3,0,12033
2096,FL,Flagler,3,2,1,12035
2097,FL,Franklin,3,3,0,12037
2098,FL,Gilchrist,3,3,0,12041
2099,KS,Clay,3,3,0,20027
2100,IL,Marion,3,3,0,17121
2101,KS,Coffey,3,3,0,20031
2102,ME,Kennebec,3,1,2,23011
2103,ME,Oxford,3,1,2,23017
2104,ME,Piscataquis,3,3,0,23021
2105,ME,Somerset,3,1,2,23025
2106,ME,Waldo,3,1,2,23027
2107,MI,Alcona,3,3,0,26001
2108,MI,Alger,3,2,1,26003
2109,MI,Allegan,3,3,0,26005
2110,MI,Alpena,3,2,1,26007
2111,MI,Antrim,3,3,0,26009
2112,MI,Baraga,3,3,0,26013
2113,MI,Barry,3,3,0,26015
2114,MI,Bay,3,1,2,26017
2115,MI,Branch,3,3,0,26023
2116,MI,Charlevoix,3,3,0,26029
2117,MI,Cheboygan,3,3,0,26031
2118,ME,Lincoln,3,1,2,23015
2119,ME,Franklin,3,1,2,23007
2120,MD,Allegany,3,3,0,24001
2121,ME,Aroostook,3,1,2,23003
2122,MD,Caroline,3,3,0,24011
2123,MD,Carroll,3,3,0,24013
2124,MD,Cecil,3,3,0,24015
2125,MD,Dorchester,3,3,0,24019
2126,KS,Comanche,3,3,0,20033
2127,MD,Garrett,3,3,0,24023
2128,MD,Harford,3,3,0,24025
2129,MD,Queen Anne's,3,3,0,24035
2130,MD,Somerset,3,2,1,24039
2131,MD,St. Mary's,3,3,0,24037
2132,MD,Talbot,3,3,0,24041
2133,MD,Washington,3,3,0,24043
2134,MD,Wicomico,3,3,0,24045
2135,MD,Worcester,3,3,0,24047
